timestamp,open,high,low,close,volume,macd,signal,rsi,ema50,ema100,ema200
2020-02-10,25.07,25.907,24.031,25.189,1405091.86,0.0,0.0,,25.189,25.189,25.189
2020-02-11,25.19,25.864,24.25,25.705,1783061.99,0.04116239316239145,0.008232478632478292,,25.209235294117647,25.199217821782177,25.19413432835821
2020-02-12,25.705,26.98,25.347,26.451,1311285.47,0.1324530158034385,0.033076586066670334,,25.25793194925029,25.22400558768748,25.206640454444198
2020-02-13,26.452,27.397,24.58,25.456,1451755.42,0.12309435245037648,0.05108013934341157,,25.26569932378949,25.228599536446144,25.209121643952216
2020-02-14,25.455,26.697,25.043,26.384,1271237.03,0.18838777173273158,0.07854166582127559,,25.309554252268335,25.25147875354622,25.22081197585319
2020-02-15,26.373,26.6,23.25,24.239,1601280.92,0.06628560425614083,0.07609045350824864,,25.26757173257154,25.23142966931758,25.21104270246162
2020-02-16,24.225,25.302,21.78,23.389,1775025.82,-0.09794014637943604,0.0412843335307117,,25.193902252862852,25.194945913489512,25.192912924327672
2020-02-17,23.355,23.623,21.519,23.452,2036473.78,-0.2204652769756379,-0.01106558857055822,,25.12559236059372,25.160432133024376,25.1755904076677
2020-02-18,23.462,24.519,22.726,24.094,1293664.26,-0.26273464964245363,-0.0613994007849373,,25.0851377582175,25.139314665043695,25.164828314059065
2020-02-19,24.107,24.392,21.391,22.367,1411342.31,-0.4306239342145446,-0.13524430747085875,,24.978544120640343,25.08441734494382,25.136989226356985
2020-02-20,22.362,22.723,21.0,22.191,1244980.04,-0.5712936137600337,-0.22245416872869378,,24.869228664928958,25.027121951974635,25.107675900721592
2020-02-21,22.172,22.933,21.815,22.209,972969.37,-0.6735585351844477,-0.3126750420198446,,24.764905972186646,24.971317556886028,25.07883335444576
2020-02-22,22.221,22.374,21.51,22.008,736112.42,-0.7620389319108796,-0.40254781999805156,,24.656792012493053,24.912638001304124,25.04827779868013
2020-02-23,22.007,22.997,21.977,22.868,1007250.63,-0.7540729871021128,-0.47285285341886385,,24.586643306120777,24.87215012009018,25.0265834922256
2020-02-24,22.871,23.288,21.512,22.11,1270055.15,-0.7997056743647413,-0.5382234176080394,35.51058823529412,24.48952003921408,24.817454078108195,24.997562760959674
2020-02-25,22.111,22.13,20.139,20.34,1444417.18,-0.9675409059879989,-0.6240869152840314,27.41813283946462,24.32679376316647,24.728791621115953,24.951218852890424
2020-02-26,20.345,20.547,17.87,18.729,2294044.51,-1.216522458900947,-0.7425740240074146,19.703389830508485,24.107272439120727,24.609983866242366,24.88930622748853
2020-02-27,18.723,19.635,17.701,19.154,1684886.46,-1.3638268384321606,-0.8668245868923637,24.116970593067222,23.91302646111599,24.50194458176232,24.832238503831928
2020-02-28,19.15,19.755,17.92,19.001,1718113.47,-1.4758991946069635,-0.9886395084352837,17.615580314062655,23.720397972444776,24.393014986083855,24.774216230161958
2020-02-29,19.001,20.3,18.802,19.257,1734548.17,-1.5264641552042342,-1.0962044377890738,23.806519453207173,23.5453627578391,24.291311719032688,24.71931855623
2020-03-01,19.25,19.913,18.5,18.9,2131016.51,-1.5771636068949242,-1.192396271610244,25.108129089497638,23.36319166929639,24.18455307113105,24.661414889003833
2020-03-02,18.909,20.051,18.768,19.9,1782168.95,-1.519139945320454,-1.2577450063522861,32.15792646172393,23.22738023128477,24.099710436059148,24.614037626426683
2020-03-03,19.901,20.382,19.33,19.685,1607025.05,-1.4735186726302487,-1.3008997396078787,26.86050173191981,23.08846335946968,24.01229042742431,24.564992475914977
2020-03-04,19.684,20.273,19.54,19.969,1399024.21,-1.3983280040253305,-1.3203853924913693,35.168233547748656,22.96613146301989,23.932225270445613,24.519261207497912
2020-03-05,19.969,21.472,19.965,20.754,1955491.71,-1.260861491539707,-1.3084806123010368,41.734729092373186,22.879381209568134,23.869290116575403,24.481795921851166
2020-03-06,20.75,21.77,20.692,21.379,1659669.26,-1.0889334661844217,-1.264571183077714,45.53763440860216,22.82054273076154,23.81997744099965,24.450922330588966
2020-03-07,21.379,21.5,19.778,20.269,1393981.18,-1.0303695321746176,-1.2177308528970947,41.4830051914977,22.720482231515994,23.74966105602936,24.40931116312042
2020-03-08,20.27,20.27,16.715,16.897,2287497.85,-1.2417354581535491,-1.2225317739483856,26.530933102743504,22.49211037929968,23.613964797494127,24.334561798313253
2020-03-09,16.886,17.465,15.628,16.589,3446761.01,-1.4177545117478267,-1.261576321508274,27.503870915165848,22.260615854621264,23.474856583682364,24.25749153166337
2020-03-10,16.603,17.45,16.289,16.85,2417921.41,-1.5186839182761318,-1.3129978408618457,33.785541720869745,22.04843484071455,23.343671304797564,24.183785148263734
2020-03-11,16.868,17.129,15.423,16.591,2157510.13,-1.6011136935529962,-1.3706210114000759,38.63974495217856,21.834417788137507,23.209955041336226,24.108235047285987
2020-03-12,16.591,16.628,8.873,9.277,8451829.08,-2.230902107874723,-1.5426772306950052,19.70059512853551,21.341970031739958,22.934054941507785,23.96066056920354
2020-03-13,9.23,11.708,6.236,10.958,11581062.71,-2.5648058272678185,-1.747102950009568,27.44152128793405,20.934755520691333,22.69690533870565,23.831280862047286
2020-03-14,10.952,11.3,9.875,10.135,2772315.36,-2.862835170641123,-1.970249394135879,25.20387082744375,20.511235696350496,22.448154737939202,23.694999460434875
2020-03-15,10.14,11.329,9.971,10.393,2073135.23,-3.043127845128568,-2.184825084334417,26.750478272752133,20.11444213963087,22.209438802534468,23.562641256848462
2020-03-16,10.388,10.404,8.38,9.422,4585965.54,-3.2271619593836505,-2.3932924593442637,21.31829628818572,19.695130683174757,21.95622219258329,23.42193835877037
2020-03-17,9.432,10.531,9.326,10.241,2676624.01,-3.269238123436679,-2.568481592162747,24.976152623211462,19.32438046030516,21.724237594710353,23.290784743260218
2020-03-18,10.237,10.425,9.658,10.392,2128780.82,-3.252901920077239,-2.705365657745646,24.443614239205857,18.974091030489273,21.49983685026064,23.16243862641186
2020-03-19,10.393,12.699,10.245,12.267,2968162.77,-3.0534601434272233,-2.7749845548819616,28.597367226509306,18.711067852823028,21.31700839778023,23.054026301770946
2020-03-20,12.263,13.697,10.307,11.911,3028060.57,-2.890803935015647,-2.798148430908699,25.795071070661635,18.44439852526134,21.130750805744977,22.943150418171236
2020-03-21,11.912,12.439,11.272,12.101,2299755.97,-2.7152664049494177,-2.7815720257168426,28.08777765854707,18.195637798780503,20.95194385909656,22.83526832445809
2020-03-22,12.105,12.483,11.02,11.16,2451920.35,-2.6218593212228924,-2.7496294848180525,32.300857654100085,17.919730434122442,20.758043980698606,22.719096500334132
2020-03-23,11.159,12.52,10.765,12.172,2267239.39,-2.4380690496853266,-2.6873173977915075,36.9404529596121,17.694329240627447,20.588023307813486,22.614150266499962
2020-03-24,12.174,12.575,11.906,12.404,1739021.07,-2.2477824375156032,-2.599410405736327,36.83212889468073,17.486865348838137,20.42596344033203,22.512556731509914
2020-03-25,12.4,12.708,11.96,12.304,1748919.99,-2.081058938664505,-2.495740112321963,37.1823237457394,17.283615727315073,20.265132481117533,22.41097905258942
2020-03-26,12.307,13.267,12.1,13.202,1089249.85,-1.8550840157621984,-2.36760889301001,69.040457941205,17.12355236545958,20.125268471590452,22.31934742022535
2020-03-27,13.201,13.386,12.039,12.317,1496285.83,-1.7274958680095391,-2.239586288009916,57.144359163074334,16.935060115833714,19.970649293935196,22.219821575247984
2020-03-28,12.3,12.348,11.61,12.175,1325113.38,-1.6191747167160369,-2.11550397375114,61.551528878822204,16.748391091683374,19.816280000985984,22.119873101862435
2020-03-29,12.177,12.228,11.26,11.267,962357.57,-1.5882886327485792,-2.010060905550628,54.609704641350206,16.533434578284027,19.646987327699133,22.01188431477923
2020-03-30,11.273,12.424,11.225,12.123,1233496.79,-1.4777050782698176,-1.903589740094466,64.42071542979177,16.36047635952779,19.497997479625884,21.913487455925708
2020-03-31,12.128,12.75,12.1,12.536,1326495.93,-1.3412797284272582,-1.7911277377610244,62.808349146110054,16.21049689444827,19.360136143395668,21.820179123030925
2020-04-01,12.539,12.748,11.96,12.706,1409144.95,-1.2055472779417507,-1.6740116457971699,62.887057251058145,16.07306564368559,19.228371071249217,21.72949077354803
2020-04-02,12.706,13.755,12.5,13.008,1867018.75,-1.0613745913455066,-1.5514842349068372,55.0033760972316,15.952866990992039,19.105195406472006,21.642709770826162
2020-04-03,13.015,13.578,12.912,13.359,1364218.69,-0.9083233458202962,-1.422852057089529,59.78378378378378,15.851146716835489,18.991409358819094,21.56028479798212
2020-04-04,13.361,14.051,13.136,13.781,2264887.58,-0.7443963204564383,-1.287160909762911,61.0062893081761,15.769964492645862,18.888232935872182,21.482878979096725
2020-04-05,13.776,13.969,13.411,13.699,1172217.67,-0.6140216274168733,-1.1525330532937035,68.74354052856931,15.688750198816612,18.785475848033126,21.40542744696641
2020-04-06,13.696,15.232,13.639,15.189,1945463.95,-0.38601841631844636,-0.9992301258986521,70.80402703075437,15.669152151804196,18.71425850450772,21.34357244749411
2020-04-07,15.189,15.512,14.25,14.725,2241051.33,-0.23999859661092238,-0.8473838200411062,65.50848590137645,15.63212657722364,18.635263286596672,21.27771600523049
2020-04-08,14.728,15.377,14.567,15.098,1491320.55,-0.09310559146558894,-0.6965281743260028,68.01186178442495,15.611180436940362,18.565218469040303,21.216226293735662
2020-04-09,15.102,15.218,14.611,15.013,1257983.36,0.016261926428510876,-0.5539701541751001,63.0419127178453,15.58772238058976,18.494877509257325,21.154502649021875
2020-04-10,15.012,15.082,13.455,13.708,1903505.01,-0.0023391570040711684,-0.44364395474089435,59.44587803884286,15.514007777429377,18.400087855608668,21.080408095300264
2020-04-11,13.708,14.09,13.519,13.804,1163328.91,-0.00922787870191577,-0.3567607395330986,61.131611316113144,15.446948648902737,18.309076214903545,21.008006024700265
2020-04-12,13.812,14.846,13.639,14.287,1590489.3,0.024010050209481548,-0.2806065815845826,71.90946024376088,15.401460466592827,18.2294311413411,20.941130342862454
2020-04-13,14.282,15.075,13.5,15.0,4021749.59,0.1066550366761394,-0.20315425793243821,71.31426878056007,15.385716918883304,18.165482009829393,20.882014618057852
2020-04-14,15.001,15.954,14.763,15.593,4569526.7,0.21749478348989015,-0.11902444964797254,72.0594602395728,15.39384566716239,18.114541772010988,20.8293876069329
2020-04-15,15.589,15.811,14.467,14.544,2880471.05,0.21817555625291263,-0.0515844484677955,61.76997950819672,15.360518386097198,18.043837974545422,20.766846436714665
2020-04-16,14.544,15.767,14.069,15.737,3098334.13,0.3113906852694921,0.021010578279662018,65.68571100126451,15.375282370956132,17.99815801465343,20.716798213463775
2020-04-17,15.739,15.92,15.139,15.61,2188537.87,0.3707428155785575,0.09095702573944112,63.28023598820058,15.384486983859812,17.950867756937523,20.665984300892
2020-04-18,15.61,16.823,15.6,16.58,2281422.62,0.4903977004010045,0.17084516067175382,65.51036240718163,15.431369847237859,17.92372186076054,20.62532774068412
2020-04-19,16.579,16.669,15.77,16.035,1830505.32,0.5350800437758423,0.2436921372925715,62.31288214210416,15.455041617934414,17.886321427874194,20.57965283779174
2020-04-20,16.03,16.456,14.775,14.928,2594135.67,0.47568210717463977,0.2900901312689852,48.56640667911678,15.43437331919189,17.827740805540053,20.523417486171923
2020-04-21,14.924,15.422,14.666,15.113,2440212.54,0.43848221830276124,0.3197685486757404,52.19854941069809,15.421770443929463,17.77398356186599,20.469582486309516
2020-04-22,15.103,15.823,14.913,15.697,1604788.72,0.45092695245381975,0.3460002294313563,53.31488655229661,15.432563759853798,17.732855174502305,20.422094103361164
2020-04-23,15.697,16.463,15.379,16.049,2065896.92,0.4836181036838081,0.3735238042818466,55.56869490432165,15.456737730055611,17.699511507680477,20.378580729198365
2020-04-24,16.055,16.269,15.658,15.93,1552796.52,0.49422663409267464,0.39766437024401224,63.68900936421883,15.475297034759313,17.66447167584522,20.334316244330722
2020-04-25,15.923,16.449,15.74,16.233,1260384.21,0.5210768885828951,0.4223468739117888,64.59209419680406,15.505010876533458,17.636125702066106,20.29350712747171
2020-04-26,16.235,16.43,15.952,16.347,1213378.93,0.5452692316896748,0.44693134546736607,62.949459391501144,15.538030057845871,17.610598460441036,20.254238399835177
2020-04-27,16.348,16.567,16.043,16.414,1340597.08,0.563354181625872,0.47021591269906726,59.67432950191573,15.572381820283288,17.5869034414224,20.216027072473636
2020-04-28,16.402,16.465,16.14,16.335,1016776.69,0.5648013169704615,0.48913299355334616,55.46070061819253,15.602288415566298,17.56211327426552,20.177409887672905
2020-04-29,16.335,17.495,16.294,17.333,2061367.45,0.6391111658362156,0.5191286280099201,70.68070591724752,15.67015945809311,17.55757637774541,20.149107301725913
2020-04-30,17.327,18.137,16.32,16.928,3117440.2,0.6577401224594013,0.5468509268998164,60.000000000000014,15.71948653816789,17.545109518780155,20.117056482803267
2020-05-01,16.916,17.856,16.909,17.44,1970326.21,0.7056831497572311,0.5786173714712994,64.43217665615146,15.786957654318169,17.543028142170648,20.090419104864928
2020-05-02,17.439,17.568,17.248,17.52,952641.13,0.7415851437967582,0.6112109259363911,58.62385321100919,15.854920099246868,17.54257213935539,20.064842795363788
2020-05-03,17.519,17.799,16.771,17.083,1213703.65,0.7264019750950013,0.6342491357681133,59.80906027704978,15.903080095354834,17.533471700952312,20.03517271779798
2020-05-04,17.081,17.267,16.25,17.003,1525917.37,0.699846478532713,0.6473686043210333,74.04403244495947,15.946214209262488,17.522967310834446,20.005001844984072
2020-05-05,16.998,17.294,16.585,16.85,1147397.72,0.6588603034080407,0.6496669441384348,70.27784263366804,15.98165678929141,17.509641225471388,19.973608791800153
2020-05-06,16.852,17.139,16.35,16.391,1058713.8,0.5826248635991575,0.6362585280305795,58.34535834535834,15.99770946422116,17.487489914075912,19.93796094312553
2020-05-07,16.388,17.242,16.024,16.997,1291777.28,0.5645985234229798,0.6219265271090596,60.743427017225756,16.03689732836935,17.47777724251005,19.908697650159105
2020-05-08,16.999,17.4,16.817,17.145,1168733.8,0.555847419029412,0.6087107054931301,63.679351497410494,16.080352335099963,17.47118759414351,19.881198171053047
2020-05-09,17.145,17.495,16.754,16.766,1096794.81,0.5124230789030655,0.5894531801751172,55.8999335842373,16.107240478821534,17.45722348336839,19.850201174326152
2020-05-10,16.763,16.795,13.63,15.309,2530265.21,0.3563336605259799,0.5428292762452898,41.1433447098976,16.075936930632455,17.41468440448981,19.805015092989574
2020-05-11,15.306,15.522,14.014,15.073,1827284.58,0.21115438788836371,0.4764942985739046,38.878752695306005,16.036606070607654,17.368314416282093,19.757930365696147
2020-05-12,15.085,16.22,14.966,15.756,1966025.46,0.14948795618780153,0.41109303009668396,45.63545906829488,16.02560191097598,17.336387398137894,19.718110163052405
2020-05-13,15.756,16.361,15.627,16.177,1107585.56,0.1330542794288121,0.3554852799631096,40.455746367239115,16.031539090937706,17.313429231838136,19.68287523605686
2020-05-14,16.182,16.693,15.976,16.361,1152546.06,0.1333406662480776,0.3110563572201032,45.1413881748072,16.04445912658721,17.29456924704926,19.64982175112097
2020-05-15,16.368,16.451,15.542,15.71,1105577.41,0.08011386770193951,0.2648678593164705,35.52058921995312,16.03134308240732,17.2631916381968,19.610619544642155
