timestamp,open,high,low,close,volume,macd,signal,rsi,ema50,ema100,ema200
2020-02-10,25.07,27.397,21.78,23.389,10598738.51,0.0,0.0,,23.389,23.389,23.389
2020-02-17,23.355,24.519,21.0,22.868,8702792.81,-0.04156125356125173,-0.008312250712250347,,23.36856862745098,23.37868316831683,23.38381592039801
2020-02-24,22.871,23.288,17.701,18.9,12277081.45,-0.39018546927378495,-0.08468689442455726,,23.193330642060747,23.289996372904614,23.339200836612957
2020-03-02,18.909,21.77,16.715,16.897,12084858.21,-0.8186610175468658,-0.23148171904901899,,22.94641571492111,23.163402385322343,23.275099335751136
2020-03-09,16.886,17.465,6.236,10.393,32900534.93,-1.6638693699825033,-0.5179592492357159,,22.454124902571262,22.910523130167444,23.146919242858093
2020-03-16,10.388,13.697,8.38,11.16,20139270.03,-2.2459229866203145,-0.8635519967126357,,22.0112180436469,22.677839503827492,23.02764641457095
2020-03-23,11.159,13.386,10.765,11.267,10628187.08,-2.667817723454835,-1.2244051420610758,,21.589876159582317,22.451882285929916,22.910625057212037
2020-03-30,11.273,14.051,11.225,13.699,10637480.36,-2.773953853755902,-1.534314884400041,,21.28043003567713,22.27855788422833,22.81896709644376
2020-04-06,13.696,15.512,13.455,14.287,11593142.41,-2.7785909489632203,-1.7831700973126767,,21.006177877415283,22.120309213253513,22.73407190145427
2020-04-13,14.282,16.823,13.5,16.035,20870547.28,-2.6111175512029945,-1.9487595880907405,,20.811229725359784,21.999808040713837,22.667414469599006
2020-04-20,16.03,16.463,14.666,16.347,12731593.51,-2.425260985422721,-2.0440598675571366,,20.636161892992735,21.887871247828414,22.604524773384092
2020-04-27,16.348,18.137,16.043,17.083,11672852.41,-2.1932963143934785,-2.073907156924405,,20.49682221091459,21.79272528252488,22.5495842283753
2020-05-04,17.081,17.495,13.63,15.309,9819599.99,-2.1280784517421516,-2.0847414158879545,,20.29337820264343,21.664334682870923,22.477538614162608
2020-05-11,15.306,16.693,14.014,16.293,8601289.88,-1.974234502921398,-2.0626400332946435,,20.13650062606918,21.557971619843773,22.416000916509248
2020-05-18,16.294,17.348,15.732,15.952,6926875.81,-1.8584053748946374,-2.0217931016146427,33.68005266622778,19.97240256230176,21.446962280836967,22.351682499429554
2020-05-25,15.943,18.203,15.789,17.089,7024294.17,-1.6557767945329935,-1.948589840198313,37.652237083885296,19.859327952015416,21.360665998048116,22.29931749943523
2020-06-01,17.098,18.228,16.556,17.415,7646725.83,-1.4521472595541205,-1.8493013240694747,46.24221873576598,19.763471953897167,21.282533998086766,22.2507173253115
2020-06-08,17.416,17.59,15.861,16.566,4234907.12,-1.34378625910567,-1.7481983110767139,49.11045417898414,19.63808089688159,21.189137285253363,22.194152973815864
2020-06-15,16.566,16.66,15.404,15.982,4666626.1,-1.2901611304454228,-1.6565908749504559,72.02995664170281,19.494705175435254,21.086025655842406,22.132340506414714
2020-06-22,15.982,16.666,14.701,15.386,4489006.31,-1.2809886093532548,-1.5814704218310158,66.88508870065527,19.33357948228093,20.97315386067721,22.06521274018173
2020-06-29,15.394,15.978,15.065,15.502,4084205.29,-1.2499504391602123,-1.5151664252968553,66.90888764673002,19.18332146336795,20.86481418026776,21.99990714077694
2020-07-06,15.503,18.619,15.463,18.312,13859897.65,-0.9872287908419004,-1.4095788984058646,67.87845903418341,19.149151994216265,20.814263404420874,21.963211547336375
2020-07-13,18.313,19.069,16.426,18.039,17772858.44,-0.7919200488165359,-1.2860471284879988,64.90545050055619,19.105616621894058,20.759307693442242,21.924164666268354
2020-07-20,18.041,20.34,17.249,19.577,16371639.0,-0.5071861905480404,-1.1302749409000072,64.30995475113124,19.124102244564877,20.73589565990873,21.900809793967177
2020-07-27,19.58,22.25,18.331,20.959,16559377.45,-0.16807919400664773,-0.9378357915213354,67.15008180871635,19.196059019287826,20.74031356763331,21.89143855223616
2020-08-03,20.961,23.55,20.615,22.416,17432818.0,0.2157462784289912,-0.7071193775312702,68.82191007270418,19.322331214609875,20.773495477185126,21.89665806912933
2020-08-10,22.426,23.833,20.509,23.54,17047476.67,0.6036694117796593,-0.4449616196690843,80.44684471406377,19.487729990507525,20.828277744963636,21.91300973013302
2020-08-17,23.54,24.081,21.297,21.853,13170189.69,0.7661428705383955,-0.20274072162758838,69.54992967651197,19.58048567715429,20.848569274766337,21.9124126183904
2020-08-24,21.854,23.9,21.0,23.642,12370677.1,1.0274181687620327,0.043291056450335846,74.54046464130712,19.739760748638435,20.903884734671955,21.929622443083037
2020-08-31,23.641,25.908,17.89,23.137,28922555.38,1.1801276682960875,0.2706583788194862,70.11173184357543,19.872985817319282,20.948104838935876,21.941636150117038
2020-09-07,23.12,32.36,19.911,31.142,33289271.4,1.9248986133065742,0.6015064257169038,80.21571648690293,20.31490794213029,21.149964149055958,22.0331820590711
2020-09-14,31.139,33.302,25.111,26.324,42303370.63,2.1021305660833782,0.9016312537901987,68.28436516264429,20.550558611066357,21.252420304520196,22.075876764950987
2020-09-21,26.329,26.85,22.2,26.219,25547140.83,2.2086555368790677,1.1630361104079725,69.53253195954971,20.772850430240226,21.350768417301975,22.117101871767396
2020-09-28,26.221,29.549,25.57,28.961,26125193.9,2.48568045089986,1.42756497850635,73.94095446368735,21.09395433493669,21.501466072404906,22.185200360605535
2020-10-05,28.973,29.231,26.51,28.501,15399706.94,2.6377007630141627,1.6695921354079126,72.65028750653426,21.38442671395878,21.64007070463451,22.24804413811195
2020-10-12,28.502,31.891,28.428,30.599,24188152.05,2.89410755155939,1.914495218638208,71.95440088625239,21.745782529097653,21.817475245136794,22.331138226289944
2020-10-19,30.6,31.28,28.5,30.107,15123963.4,3.0227669152166534,2.136149557953897,71.39564569888661,22.07367341030951,21.981624250183593,22.40850998523233
2020-10-26,30.104,32.448,27.451,28.568,19243989.92,2.966351693977,2.3021899851585177,65.93979363897458,22.32835288441502,22.112047532358172,22.469798443090717
2020-11-02,28.564,29.914,25.727,28.427,21592457.12,2.8770992933593007,2.4171718467986745,63.84912098509013,22.567515516398743,22.237096096073852,22.5290740804729
2020-11-09,28.421,28.978,27.069,27.681,12419499.85,2.7148747710137044,2.4767124316416806,60.02818940230849,22.768044319677227,22.344896173379322,22.580337024945806
2020-11-16,27.681,31.362,27.203,30.045,21168316.59,2.7454182390219835,2.530453593117741,61.83114473827799,23.053415130670277,22.497373476876763,22.65461227842893
2020-11-23,30.041,35.423,26.409,30.138,39450571.7,2.745480292429928,2.573458932980179,65.99606131984402,23.33124198829105,22.648673011988116,22.7290738477978
2020-11-30,30.138,32.0,28.682,29.499,16756311.72,2.6632670260979197,2.591420551603727,61.83375762718714,23.573114851495323,22.78432305135469,22.796436297073445
2020-12-07,29.508,29.668,26.747,29.182,9163102.99,2.5432165521785635,2.5817797517186944,62.30709719451118,23.793071131828842,22.911009723605094,22.859974244366246
2020-12-14,29.185,35.7,28.69,34.29,23595898.9,2.8276531717325923,2.630954435721474,57.2661804080879,24.204715401168887,23.136336263731724,22.973705843924794
2020-12-21,34.297,35.695,29.8,33.676,30093794.59,2.969298350337798,2.698623218644739,71.05624928399588,24.576138326613247,23.3450424763311,23.08019633303997
